YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS10M,WD10M
2019,1,20,18,12.88,91.69,0.1,1.24,124.19
2019,1,20,19,12.1,94.75,0.08,1.01,117.55
2019,1,20,20,11.48,96.31,0.07,1.07,116.38
2019,1,20,21,10.99,96.75,0.06,1.09,122.09
2019,1,20,22,10.6,95.88,0.05,1.05,135.6
2019,1,20,23,10.28,94.81,0.04,1.07,149.32
2019,1,21,0,10.01,93.94,0.03,1.11,152.9
2019,1,21,1,9.7,93.44,0.03,1.19,144.85
2019,1,21,2,9.37,92.81,0.03,1.33,138.09
2019,1,21,3,9.13,91.69,0.03,1.49,136.27
2019,1,21,4,8.99,90.62,0.02,1.67,130.46
2019,1,21,5,8.93,89.75,0.02,1.76,126.87
2019,1,21,6,9.63,90.25,0.02,1.75,123.69
2019,1,21,7,12.15,83.81,0.0,2.77,119.6
2019,1,21,8,13.98,78.06,0.0,3.67,112.37
2019,1,21,9,16.25,68.44,0.0,4.46,109.01
2019,1,21,10,17.75,63.38,0.0,4.91,108.55
2019,1,21,11,18.73,61.31,0.0,5.12,108.79
2019,1,21,12,18.87,61.75,0.0,5.19,109.42
2019,1,21,13,18.69,62.94,0.0,5.3,110.28
2019,1,21,14,17.86,66.0,0.0,5.32,110.91
2019,1,21,15,17.28,68.44,0.0,5.31,111.32
2019,1,21,16,16.55,71.38,0.0,5.11,114.29
2019,1,21,17,15.23,79.81,0.0,4.31,119.31
2019,1,21,18,13.57,91.75,0.0,2.87,125.03
2019,1,21,19,13.01,95.06,0.0,2.88,132.36
2019,1,21,20,12.63,96.81,0.0,3.0,134.47
2019,1,21,21,12.23,97.94,0.0,2.81,135.9
2019,1,21,22,11.88,98.62,0.0,3.13,137.23
2019,1,21,23,11.6,99.06,0.0,3.08,139.84
2019,1,22,0,11.37,98.94,0.0,2.96,141.98
2019,1,22,1,11.19,98.44,0.0,2.69,144.69
2019,1,22,2,11.1,97.44,0.0,2.35,147.47
2019,1,22,3,11.19,96.44,0.0,2.03,149.49
2019,1,22,4,11.21,97.06,0.0,1.8,151.21
2019,1,22,5,11.28,96.56,0.0,1.59,143.58
2019,1,22,6,11.55,95.75,0.0,1.95,131.75
2019,1,22,7,13.05,87.38,0.02,3.32,123.69
2019,1,22,8,15.12,77.69,0.01,5.04,116.21
2019,1,22,9,16.92,70.31,0.01,6.7,110.34
2019,1,22,10,17.96,65.62,0.01,7.66,106.9
2019,1,22,11,18.58,62.38,0.02,7.82,105.94
2019,1,22,12,18.87,60.94,0.02,7.47,106.84
2019,1,22,13,19.17,60.06,0.03,7.09,108.71
2019,1,22,14,18.97,60.88,0.04,6.7,110.25
2019,1,22,15,18.24,64.0,0.04,6.3,112.21
2019,1,22,16,17.15,69.06,0.03,5.78,113.41
2019,1,22,17,15.4,80.81,0.03,4.62,117.47
2019,1,22,18,13.66,94.69,0.03,3.27,123.12
2019,1,22,19,13.18,96.81,0.03,3.26,124.83
2019,1,22,20,12.77,97.38,0.02,3.04,124.22
2019,1,22,21,12.49,97.94,0.02,3.2,124.85
2019,1,22,22,12.25,98.5,0.02,3.22,125.31
2019,1,22,23,11.9,98.94,0.02,3.36,127.64
2019,1,23,0,11.66,98.62,0.02,3.48,131.09
2019,1,23,1,11.46,98.19,0.01,3.35,134.62
2019,1,23,2,11.33,97.62,0.01,3.4,135.84
2019,1,23,3,11.29,96.94,0.01,3.41,135.19
2019,1,23,4,11.21,96.75,0.01,3.49,132.01
2019,1,23,5,11.05,97.31,0.01,3.68,126.72
2019,1,23,6,11.39,96.94,0.01,3.77,121.88
2019,1,23,7,13.31,90.19,0.02,4.31,118.15
2019,1,23,8,14.9,80.94,0.02,5.12,113.75
2019,1,23,9,16.4,71.06,0.03,5.45,112.93
2019,1,23,10,17.62,65.19,0.03,5.7,114.28
2019,1,23,11,18.48,62.38,0.03,5.88,115.92
2019,1,23,12,19.02,60.94,0.04,5.97,117.34
2019,1,23,13,18.8,61.69,0.04,5.95,118.05
2019,1,23,14,18.28,63.31,0.04,5.86,118.79
2019,1,23,15,17.46,66.0,0.04,5.76,119.59
2019,1,23,16,16.38,70.0,0.04,5.53,120.59
2019,1,23,17,14.88,79.56,0.05,4.6,123.93
2019,1,23,18,13.17,93.31,0.05,3.53,128.62
2019,1,23,19,12.62,95.31,0.04,3.52,131.04
2019,1,23,20,12.23,95.94,0.04,3.6,130.51
2019,1,23,21,11.9,96.19,0.04,3.67,128.95
2019,1,23,22,11.59,96.06,0.04,3.64,128.03
2019,1,23,23,11.25,96.25,0.04,3.54,128.92
2019,1,24,0,10.94,96.12,0.04,3.27,133.84
2019,1,24,1,10.73,96.0,0.04,3.38,139.13
2019,1,24,2,10.69,95.5,0.04,3.26,144.94
2019,1,24,3,10.62,94.81,0.03,3.12,149.77
2019,1,24,4,10.46,94.81,0.03,3.08,151.03
2019,1,24,5,10.39,94.69,0.03,3.01,149.24
2019,1,24,6,10.8,94.62,0.02,3.1,143.71
2019,1,24,7,12.94,86.81,0.01,3.8,134.92
2019,1,24,8,15.32,78.38,0.01,4.76,123.01
2019,1,24,9,17.52,69.38,0.01,4.98,112.9
2019,1,24,10,19.08,62.94,0.01,4.75,108.82
2019,1,24,11,20.05,60.44,0.01,4.49,105.97
2019,1,24,12,20.67,58.88,0.01,4.38,106.14
2019,1,24,13,20.71,58.94,0.01,4.49,110.17
2019,1,24,14,20.19,60.62,0.01,4.58,113.63
2019,1,24,15,19.17,64.38,0.01,4.5,116.03
2019,1,24,16,17.52,71.75,0.01,4.13,118.21
2019,1,24,17,15.8,81.81,0.01,3.58,120.43
2019,1,24,18,14.24,94.31,0.01,2.59,122.92
2019,1,24,19,13.68,96.94,0.01,2.72,124.33
2019,1,24,20,13.21,98.0,0.01,2.86,124.77
2019,1,24,21,12.71,98.88,0.01,2.95,126.81
2019,1,24,22,12.28,99.88,0.01,2.8,127.51
2019,1,24,23,11.83,100.0,0.01,2.63,127.76
2019,1,25,0,11.42,100.0,0.01,2.41,128.54
2019,1,25,1,11.03,100.0,0.01,2.15,127.04
2019,1,25,2,10.75,100.0,0.01,2.0,124.19
2019,1,25,3,10.55,100.0,0.01,1.84,123.55
2019,1,25,4,10.44,100.0,0.01,1.81,123.21
2019,1,25,5,10.4,99.81,0.01,1.82,123.42
2019,1,25,6,11.01,97.62,0.01,2.08,122.92
2019,1,25,7,13.43,87.94,0.0,3.27,117.79
2019,1,25,8,15.74,77.75,0.01,4.45,109.17
2019,1,25,9,17.58,69.25,0.01,5.07,105.92
2019,1,25,10,19.04,63.38,0.0,5.52,105.1
2019,1,25,11,19.75,60.81,0.0,5.6,105.04
2019,1,25,12,20.16,59.19,0.0,5.39,105.2
2019,1,25,13,20.22,58.94,0.0,4.88,104.57
2019,1,25,14,19.98,59.5,0.0,4.29,104.34
2019,1,25,15,18.9,63.62,0.0,3.72,104.36
2019,1,25,16,17.89,68.62,0.0,3.27,103.14
2019,1,25,17,16.19,77.94,0.0,2.71,102.64
2019,1,25,18,14.08,94.19,0.0,1.74,108.03
2019,1,25,19,13.37,97.44,0.0,2.11,117.32
2019,1,25,20,12.89,97.56,0.0,2.88,123.82
2019,1,25,21,12.54,98.0,0.0,3.11,127.85
2019,1,25,22,12.27,98.56,0.0,3.4,129.13
2019,1,25,23,12.15,98.56,0.0,3.48,129.26
2019,1,26,0,12.08,98.44,0.0,3.36,129.91
2019,1,26,1,11.99,98.62,0.0,3.18,130.51
2019,1,26,2,11.94,98.62,0.0,2.95,129.2
2019,1,26,3,11.9,98.5,0.0,2.61,128.79
2019,1,26,4,11.91,98.5,0.0,2.48,130.15
2019,1,26,5,11.87,99.0,0.0,2.42,129.76
2019,1,26,6,12.3,97.5,0.0,2.68,128.74
2019,1,26,7,14.28,87.75,0.0,3.84,123.46
2019,1,26,8,16.12,76.88,0.01,5.0,116.44
2019,1,26,9,17.84,68.0,0.01,5.69,112.8
2019,1,26,10,18.97,63.31,0.01,6.08,112.84
2019,1,26,11,19.57,61.06,0.01,6.11,113.58
2019,1,26,12,19.91,59.88,0.01,5.97,115.26
2019,1,26,13,20.01,59.44,0.02,5.72,116.77
2019,1,26,14,19.81,60.19,0.02,5.43,117.85
2019,1,26,15,19.26,62.38,0.01,5.15,118.04
2019,1,26,16,18.24,67.0,0.01,4.74,118.04
2019,1,26,17,16.44,78.31,0.01,3.88,119.82
2019,1,26,18,14.54,93.31,0.01,2.61,121.64
2019,1,26,19,13.98,96.12,0.01,2.52,124.53
2019,1,26,20,13.53,97.5,0.01,2.44,124.71
2019,1,26,21,12.95,98.69,0.01,2.21,124.48
2019,1,26,22,12.42,99.62,0.01,1.91,128.37
2019,1,26,23,12.19,100.0,0.01,1.55,133.77
2019,1,27,0,11.89,100.0,0.01,1.33,136.19
2019,1,27,1,11.6,100.0,0.01,1.28,136.97
2019,1,27,2,11.34,100.0,0.0,1.31,137.17
2019,1,27,3,11.11,100.0,0.0,1.38,136.15
2019,1,27,4,10.91,99.69,0.0,1.49,133.94
2019,1,27,5,10.79,99.06,0.0,1.6,132.63
2019,1,27,6,11.44,96.56,0.01,1.6,131.63
2019,1,27,7,14.1,86.31,0.0,2.44,126.39
2019,1,27,8,16.6,75.62,0.0,2.96,117.72
2019,1,27,9,18.51,67.56,0.0,2.97,116.03
2019,1,27,10,19.66,63.38,0.01,2.89,113.73
2019,1,27,11,20.11,62.12,0.01,2.78,111.59
2019,1,27,12,20.13,62.38,0.01,2.62,110.22
2019,1,27,13,19.65,63.94,0.01,2.4,110.56
2019,1,27,14,18.72,68.62,0.01,1.99,111.13
2019,1,27,15,17.69,73.94,0.01,1.64,111.29
2019,1,27,16,16.44,81.0,0.01,1.48,112.36
2019,1,27,17,15.2,88.81,0.01,1.27,112.46
2019,1,27,18,14.06,96.06,0.01,0.68,106.76
2019,1,27,19,13.65,98.19,0.01,0.76,111.8
2019,1,27,20,13.3,100.0,0.01,0.92,116.13
2019,1,27,21,12.9,100.0,0.01,1.01,115.77
2019,1,27,22,12.51,100.0,0.01,1.05,117.9
2019,1,27,23,12.23,100.0,0.01,1.0,123.19
2019,1,28,0,12.12,100.0,0.01,0.82,125.67
2019,1,28,1,12.05,100.0,0.01,0.56,121.24
2019,1,28,2,12.05,100.0,0.01,0.41,93.3
2019,1,28,3,12.0,99.94,0.02,0.44,53.75
2019,1,28,4,12.03,99.06,0.02,0.63,29.74
2019,1,28,5,11.95,99.25,0.03,0.82,35.67
2019,1,28,6,12.23,98.25,0.02,0.9,41.14
2019,1,28,7,13.3,94.5,0.91,1.31,52.03
2019,1,28,8,14.33,89.75,0.74,1.82,56.92
2019,1,28,9,15.45,84.31,0.61,2.11,51.47
2019,1,28,10,16.45,79.06,0.54,2.11,47.4
2019,1,28,11,16.86,77.38,0.62,1.89,40.14
2019,1,28,12,16.78,78.44,0.73,1.71,27.27
2019,1,28,13,16.55,80.19,0.84,1.66,15.54
2019,1,28,14,16.21,82.31,0.86,1.69,6.63
2019,1,28,15,15.71,85.38,0.77,1.7,3.69
2019,1,28,16,15.08,89.44,0.63,1.77,4.05
2019,1,28,17,14.43,94.12,0.58,1.55,8.7
2019,1,28,18,13.44,98.94,0.62,1.03,16.36
2019,1,28,19,13.05,100.0,0.71,0.82,42.68
2019,1,28,20,12.92,100.0,0.79,0.76,68.2
2019,1,28,21,12.95,100.0,0.94,0.81,92.22
2019,1,28,22,13.01,99.88,1.06,0.89,104.77
2019,1,28,23,13.06,99.69,1.07,0.86,110.25
2019,1,29,0,12.87,99.75,0.97,0.79,111.49
2019,1,29,1,12.62,99.81,0.86,0.69,112.77
2019,1,29,2,12.37,99.75,0.73,0.58,120.03
2019,1,29,3,12.15,99.56,0.57,0.48,129.09
2019,1,29,4,11.91,99.56,0.4,0.53,116.19
2019,1,29,5,11.67,99.56,0.27,0.63,108.21
2019,1,29,6,11.87,98.69,0.17,0.74,117.11
2019,1,29,7,13.18,94.38,0.16,1.65,120.69
2019,1,29,8,14.84,85.38,0.11,2.5,121.21
2019,1,29,9,16.95,72.56,0.1,3.03,119.87
2019,1,29,10,18.46,64.56,0.12,3.12,117.08
2019,1,29,11,19.14,62.12,0.18,3.08,115.07
2019,1,29,12,19.35,61.94,0.22,2.97,114.88
2019,1,29,13,19.36,62.38,0.29,2.73,115.46
2019,1,29,14,18.86,64.38,0.37,2.31,113.35
2019,1,29,15,17.72,69.75,0.43,1.76,106.5
2019,1,29,16,16.34,77.75,0.5,1.33,92.69
2019,1,29,17,14.9,88.0,0.51,1.06,71.17
2019,1,29,18,13.87,95.88,0.48,0.77,52.43
2019,1,29,19,13.53,97.44,0.46,0.76,76.96
2019,1,29,20,13.3,98.0,0.4,0.9,99.95
2019,1,29,21,12.98,98.69,0.37,1.06,112.43
2019,1,29,22,12.64,97.94,0.36,1.26,118.16
2019,1,29,23,12.19,97.62,0.42,1.44,129.93
2019,1,30,0,11.97,97.12,0.54,1.68,151.65
2019,1,30,1,11.71,96.69,0.67,1.86,163.69
2019,1,30,2,11.35,96.25,0.75,1.62,166.63
2019,1,30,3,11.08,95.19,0.79,1.45,166.26
2019,1,30,4,10.9,93.88,0.68,1.32,167.03
2019,1,30,5,10.78,92.5,0.63,1.25,165.18
2019,1,30,6,11.03,92.38,0.58,1.47,160.12
2019,1,30,7,12.58,88.12,0.03,2.22,152.08
2019,1,30,8,14.33,81.5,0.03,2.78,138.3
2019,1,30,9,16.34,71.12,0.03,2.99,123.48
2019,1,30,10,18.14,64.31,0.03,3.08,114.23
2019,1,30,11,19.11,61.62,0.04,2.99,109.05
2019,1,30,12,19.51,61.44,0.05,2.67,106.84
2019,1,30,13,19.35,63.62,0.06,2.31,106.29
2019,1,30,14,18.59,67.5,0.07,2.04,107.6
2019,1,30,15,17.38,73.06,0.08,1.85,110.5
2019,1,30,16,16.33,78.56,0.09,1.93,109.61
2019,1,30,17,15.07,85.88,0.09,1.88,106.93
2019,1,30,18,13.73,94.75,0.09,1.12,110.32
2019,1,30,19,13.25,97.0,0.07,1.29,123.11
2019,1,30,20,12.9,97.75,0.06,1.35,126.08
2019,1,30,21,12.45,97.69,0.04,1.32,125.85
2019,1,30,22,12.04,97.81,0.04,1.28,126.59
2019,1,30,23,11.61,97.88,0.04,1.24,126.29
2019,1,31,0,11.26,97.31,0.04,1.16,123.48
2019,1,31,1,11.05,96.38,0.04,1.11,119.64
2019,1,31,2,10.94,95.25,0.04,1.04,118.3
2019,1,31,3,10.83,94.12,0.04,0.97,119.86
2019,1,31,4,10.94,92.12,0.04,0.9,128.27
2019,1,31,5,10.97,90.88,0.04,0.91,140.95
2019,1,31,6,11.37,91.69,0.04,0.97,152.61
2019,1,31,7,13.23,92.25,0.07,1.58,144.89
2019,1,31,8,15.16,82.81,0.07,2.11,128.69
2019,1,31,9,16.48,76.0,0.08,2.03,117.75
2019,1,31,10,17.37,72.19,0.09,1.96,103.82
2019,1,31,11,17.55,72.19,0.11,1.95,97.38
2019,1,31,12,17.54,73.56,0.12,1.89,103.4
2019,1,31,13,17.25,75.31,0.13,1.95,112.87
2019,1,31,14,16.81,78.06,0.15,2.05,117.15
2019,1,31,15,16.27,81.56,0.16,2.2,120.3
2019,1,31,16,15.48,86.62,0.18,2.1,120.56
2019,1,31,17,14.51,93.44,0.23,1.67,116.92
2019,1,31,18,13.96,97.31,0.28,1.25,116.73
2019,1,31,19,13.79,97.88,0.3,1.3,123.02
2019,1,31,20,13.37,98.75,0.27,1.07,128.2
2019,1,31,21,12.89,98.62,0.2,0.78,135.81
2019,1,31,22,12.3,98.56,0.12,0.53,140.41
2019,1,31,23,11.91,97.81,0.07,0.27,115.82
2019,2,1,0,11.79,96.94,0.06,0.07,159.44
2019,2,1,1,11.5,96.5,0.05,0.21,192.99
2019,2,1,2,11.3,94.38,0.05,0.68,144.31
2019,2,1,3,11.01,94.62,0.04,1.11,139.57
2019,2,1,4,10.88,94.38,0.04,1.16,141.82
2019,2,1,5,10.8,94.31,0.03,0.98,146.06
2019,2,1,6,11.04,94.69,0.02,0.82,158.81
2019,2,1,7,12.33,91.69,0.03,1.01,160.17
2019,2,1,8,13.67,87.38,0.03,1.2,132.63
2019,2,1,9,15.04,82.44,0.04,1.42,103.04
2019,2,1,10,16.27,77.69,0.06,1.99,103.38
2019,2,1,11,16.58,76.25,0.08,2.35,107.05
2019,2,1,12,16.23,78.06,0.11,2.31,108.99
2019,2,1,13,15.96,79.81,0.14,2.39,111.28
2019,2,1,14,15.73,80.31,0.14,2.49,115.44
2019,2,1,15,15.39,81.19,0.14,2.48,120.44
2019,2,1,16,14.8,83.06,0.14,2.36,125.01
2019,2,1,17,13.94,87.44,0.12,1.68,121.33
2019,2,1,18,12.29,96.94,0.12,0.75,113.9
2019,2,1,19,11.71,98.44,0.11,0.82,115.35
2019,2,1,20,11.34,99.12,0.1,0.99,120.81
2019,2,1,21,11.17,97.75,0.09,1.16,120.37
2019,2,1,22,11.17,95.44,0.09,1.3,122.26
2019,2,1,23,11.12,93.94,0.09,1.34,127.87
2019,2,2,0,10.98,92.94,0.1,1.38,126.93
2019,2,2,1,10.79,92.5,0.11,1.4,123.6
2019,2,2,2,10.58,92.56,0.12,1.4,120.42
2019,2,2,3,10.48,92.56,0.14,1.38,118.3
2019,2,2,4,10.57,91.75,0.14,1.27,117.04
2019,2,2,5,10.62,91.19,0.13,1.14,116.57
2019,2,2,6,11.13,91.12,0.12,1.08,113.96
2019,2,2,7,13.05,88.38,0.01,1.73,100.14
2019,2,2,8,14.84,83.38,0.01,2.68,87.16
2019,2,2,9,16.5,75.31,0.01,3.75,85.34
2019,2,2,10,17.9,68.31,0.01,4.38,88.16
2019,2,2,11,18.39,65.69,0.01,4.53,92.07
2019,2,2,12,18.61,65.44,0.01,4.43,95.06
2019,2,2,13,18.76,65.38,0.01,4.21,96.72
2019,2,2,14,18.65,66.56,0.01,3.8,96.73
2019,2,2,15,17.69,71.5,0.01,3.38,97.85
2019,2,2,16,16.35,78.81,0.01,2.95,100.36
2019,2,2,17,14.94,87.56,0.01,2.48,104.39
2019,2,2,18,13.78,95.38,0.01,1.73,109.25
2019,2,2,19,13.57,97.0,0.01,2.11,115.62
2019,2,2,20,13.38,98.25,0.0,2.03,119.23
2019,2,2,21,13.16,98.81,0.0,2.32,119.41
2019,2,2,22,12.84,99.06,0.0,2.89,120.94
2019,2,2,23,12.41,100.0,0.0,3.01,123.98
2019,2,3,0,11.86,100.0,0.0,2.99,126.6
2019,2,3,1,11.26,100.0,0.0,2.7,130.31
2019,2,3,2,10.61,100.0,0.0,2.33,134.59
2019,2,3,3,10.18,100.0,0.0,2.19,137.89
2019,2,3,4,9.87,99.81,0.0,2.12,136.94
2019,2,3,5,9.77,98.75,0.0,2.16,133.24
2019,2,3,6,10.52,96.0,0.0,2.31,129.23
2019,2,3,7,13.2,83.5,0.1,3.52,118.61
2019,2,3,8,15.25,74.12,0.09,4.62,108.74
2019,2,3,9,16.87,67.44,0.1,5.09,104.93
2019,2,3,10,18.02,63.12,0.11,5.45,104.69
2019,2,3,11,18.58,61.75,0.2,5.69,106.35
2019,2,3,12,18.28,63.56,0.27,5.71,108.66
2019,2,3,13,17.92,65.62,0.31,5.67,111.16
2019,2,3,14,17.61,67.19,0.29,5.59,113.05
2019,2,3,15,17.27,68.75,0.25,5.32,114.19
2019,2,3,16,16.45,72.44,0.21,4.73,114.79
2019,2,3,17,15.03,81.06,0.19,3.59,117.62
2019,2,3,18,13.39,93.06,0.19,2.05,124.42
2019,2,3,19,12.75,95.69,0.23,1.83,127.21
2019,2,3,20,12.26,97.31,0.22,1.65,126.33
2019,2,3,21,11.81,98.56,0.2,1.51,127.64
2019,2,3,22,11.54,98.88,0.17,1.49,131.38
2019,2,3,23,11.39,98.62,0.15,1.35,132.18
2019,2,4,0,11.28,98.44,0.14,1.37,130.14
2019,2,4,1,11.19,98.06,0.14,1.39,127.71
2019,2,4,2,11.11,98.0,0.14,1.61,121.53
2019,2,4,3,11.14,97.75,0.14,2.0,117.16
2019,2,4,4,11.05,97.56,0.13,2.02,114.88
2019,2,4,5,11.01,97.75,0.12,2.27,112.94
2019,2,4,6,11.53,97.19,0.12,2.59,111.99
2019,2,4,7,13.41,92.69,0.02,3.36,110.67
2019,2,4,8,15.13,84.56,0.02,4.3,106.59
2019,2,4,9,16.79,73.94,0.03,4.55,103.82
2019,2,4,10,17.84,67.56,0.04,4.92,102.2
2019,2,4,11,18.01,66.38,0.06,5.39,102.91
2019,2,4,12,18.09,66.19,0.07,5.51,104.86
2019,2,4,13,18.18,66.25,0.09,5.3,106.54
2019,2,4,14,18.17,66.94,0.09,5.03,107.34
2019,2,4,15,17.87,68.56,0.09,4.83,108.38
2019,2,4,16,16.9,73.44,0.08,4.54,109.18
2019,2,4,17,15.31,82.94,0.07,3.82,111.21
2019,2,4,18,13.73,95.75,0.06,2.62,116.72
2019,2,4,19,13.23,97.75,0.06,2.7,120.42
2019,2,4,20,12.84,97.44,0.06,2.82,122.46
2019,2,4,21,12.3,97.69,0.06,2.83,123.3
2019,2,4,22,11.7,98.06,0.06,2.95,119.69
2019,2,4,23,11.23,98.0,0.06,2.51,118.24
2019,2,5,0,10.76,97.75,0.07,1.86,120.22
2019,2,5,1,10.33,97.44,0.08,1.65,122.41
2019,2,5,2,10.12,96.94,0.08,1.77,119.62
2019,2,5,3,10.12,96.44,0.09,2.22,118.19
2019,2,5,4,10.24,95.81,0.1,2.72,117.38
2019,2,5,5,10.5,94.56,0.11,2.42,118.39
2019,2,5,6,11.06,94.44,0.1,2.32,117.86
2019,2,5,7,12.88,89.69,0.09,3.81,106.32
2019,2,5,8,14.34,82.75,0.06,5.29,101.24
2019,2,5,9,15.83,74.06,0.05,6.16,101.71
2019,2,5,10,16.94,69.06,0.04,6.45,103.95
2019,2,5,11,17.62,66.0,0.05,6.33,107.9
2019,2,5,12,18.27,62.94,0.05,6.08,112.12
2019,2,5,13,18.38,62.12,0.06,5.72,115.38
2019,2,5,14,18.33,62.62,0.07,5.42,116.34
2019,2,5,15,17.88,65.12,0.09,4.93,117.34
2019,2,5,16,16.9,70.81,0.09,4.08,119.21
2019,2,5,17,15.42,81.56,0.08,2.86,121.61
2019,2,5,18,13.85,95.56,0.06,1.41,120.69
2019,2,5,19,13.35,98.19,0.04,1.28,122.52
2019,2,5,20,13.06,98.81,0.04,1.38,126.74
2019,2,5,21,12.77,99.38,0.03,1.57,130.17
2019,2,5,22,12.67,98.69,0.03,1.96,135.97
2019,2,5,23,12.3,98.12,0.06,2.08,141.1
2019,2,6,0,11.84,98.12,0.08,1.95,142.31
2019,2,6,1,11.48,97.75,0.09,1.71,143.55
2019,2,6,2,11.14,97.56,0.09,1.63,144.78
2019,2,6,3,10.79,97.31,0.09,1.66,148.25
2019,2,6,4,10.53,96.62,0.06,1.71,151.91
2019,2,6,5,10.35,95.94,0.03,1.71,155.08
2019,2,6,6,10.77,95.31,0.03,1.96,155.99
2019,2,6,7,12.5,88.31,0.03,2.91,153.23
2019,2,6,8,14.43,78.69,0.04,3.25,146.39
2019,2,6,9,16.73,68.38,0.05,3.21,132.34
2019,2,6,10,18.51,62.81,0.08,3.18,118.26
2019,2,6,11,19.24,61.75,0.11,3.19,109.9
2019,2,6,12,19.24,63.38,0.13,2.98,105.68
2019,2,6,13,18.9,66.31,0.15,2.66,103.26
2019,2,6,14,18.33,69.88,0.15,2.49,102.68
2019,2,6,15,17.22,75.25,0.16,2.39,103.4
2019,2,6,16,16.13,80.81,0.17,2.26,107.74
2019,2,6,17,14.92,87.56,0.16,1.97,113.32
2019,2,6,18,13.72,95.06,0.14,1.36,119.5
2019,2,6,19,13.29,97.75,0.12,1.45,124.21
2019,2,6,20,12.81,98.06,0.09,1.6,127.65
2019,2,6,21,12.26,97.44,0.06,1.69,131.63
2019,2,6,22,11.75,97.81,0.04,1.48,136.71
2019,2,6,23,11.23,98.5,0.03,1.33,140.5
2019,2,7,0,10.76,98.88,0.02,1.23,139.12
2019,2,7,1,10.39,98.81,0.02,1.22,150.98
2019,2,7,2,10.04,98.44,0.03,1.42,170.8
2019,2,7,3,9.81,97.31,0.04,1.53,175.89
2019,2,7,4,9.8,95.12,0.03,1.51,175.24
2019,2,7,5,9.83,92.69,0.03,1.53,176.19
2019,2,7,6,10.62,91.81,0.04,1.59,168.97
2019,2,7,7,12.84,86.56,0.01,2.24,155.49
2019,2,7,8,14.62,79.62,0.01,2.31,144.21
2019,2,7,9,16.43,71.5,0.02,2.02,136.57
2019,2,7,10,17.76,67.12,0.03,1.72,125.57
2019,2,7,11,18.38,66.31,0.04,1.48,116.57
2019,2,7,12,18.4,67.81,0.05,1.25,110.14
2019,2,7,13,18.01,70.25,0.06,0.97,104.93
2019,2,7,14,17.58,73.0,0.06,0.69,103.09
2019,2,7,15,16.94,76.69,0.06,0.61,98.13
2019,2,7,16,16.02,81.81,0.06,0.62,87.83
2019,2,7,17,14.77,89.69,0.05,0.61,72.95
2019,2,7,18,13.73,96.5,0.04,0.46,39.43
2019,2,7,19,13.45,97.69,0.03,0.44,52.93
2019,2,7,20,13.23,98.38,0.03,0.38,69.72
2019,2,7,21,13.02,98.81,0.02,0.38,92.39
2019,2,7,22,12.76,99.06,0.02,0.31,113.96
2019,2,7,23,12.62,98.69,0.02,0.11,180.0
2019,2,8,0,12.55,98.0,0.02,0.33,265.91
2019,2,8,1,12.49,97.12,0.02,0.54,285.04
2019,2,8,2,12.3,96.56,0.01,0.62,283.16
2019,2,8,3,11.98,96.75,0.01,0.41,261.25
2019,2,8,4,11.71,96.81,0.01,0.25,151.82
2019,2,8,5,11.32,97.44,0.01,0.74,116.83
2019,2,8,6,11.6,96.56,0.01,1.02,113.83
2019,2,8,7,12.98,91.62,0.01,1.66,116.57
2019,2,8,8,14.3,84.62,0.01,1.72,114.47
2019,2,8,9,15.73,77.62,0.01,1.75,108.52
2019,2,8,10,16.88,72.19,0.01,1.78,106.84
2019,2,8,11,17.25,71.0,0.01,1.78,108.2
2019,2,8,12,17.33,71.44,0.01,1.91,110.58
2019,2,8,13,17.33,72.06,0.01,2.03,107.46
2019,2,8,14,17.02,74.0,0.02,1.89,104.32
2019,2,8,15,16.44,77.62,0.02,1.55,105.51
2019,2,8,16,15.58,82.94,0.03,1.05,106.41
2019,2,8,17,14.48,90.25,0.03,0.49,110.45
2019,2,8,18,13.53,96.25,0.03,0.11,285.95
2019,2,8,19,13.2,97.56,0.02,0.19,196.93
2019,2,8,20,12.9,98.44,0.01,0.42,173.54
2019,2,8,21,12.58,99.38,0.01,0.6,161.8
2019,2,8,22,12.24,100.0,0.01,0.76,156.34
2019,2,8,23,11.95,100.0,0.0,0.79,156.73
2019,2,9,0,11.73,99.25,0.0,0.75,158.53
2019,2,9,1,11.52,98.88,0.0,0.75,165.53
2019,2,9,2,11.3,98.56,0.0,0.77,167.66
2019,2,9,3,11.13,98.19,0.0,0.82,158.3
2019,2,9,4,10.94,98.19,0.0,0.9,145.21
2019,2,9,5,10.73,98.5,0.0,1.07,124.85
2019,2,9,6,11.12,97.31,0.0,1.35,113.59
2019,2,9,7,12.8,91.38,0.11,2.27,106.19
2019,2,9,8,14.59,83.62,0.11,3.22,96.69
2019,2,9,9,16.17,74.94,0.11,3.43,88.7
2019,2,9,10,17.77,68.06,0.12,3.26,82.57
2019,2,9,11,18.69,65.12,0.14,2.99,82.5
2019,2,9,12,19.34,64.31,0.17,2.72,83.24
2019,2,9,13,19.09,66.31,0.21,2.47,83.28
2019,2,9,14,18.4,70.12,0.24,2.32,83.81
2019,2,9,15,17.37,75.44,0.27,2.32,86.33
2019,2,9,16,16.3,81.31,0.26,2.2,88.17
2019,2,9,17,15.05,89.5,0.22,1.75,90.51
2019,2,9,18,13.95,96.62,0.17,0.95,90.47
